atge	730464
alo	730469
sbcf	730708
zigo	730716
hcsg	731012
mcdt	731502
unh	731766
ato	731802
ampl	731859
tin	731939
hbia	732417
vz	732712
bls	732713
t	732717
hca	860730
rci	733099
ramp	733269
tci	733590
idnx	735780
bkbo	735993
tga	736744
ccne	736772
blud	736822
lnbb	737210
wash	737468
elanz	737572
cusi	737602
ttc	737758
li	737874
fkys	737875
coms	738076
czfs	739421
penx	739608
kidb	739878
mtox	739944
vtr	740260
flic	740663
kdn	740694
fla	740796
fmbm	740806
tobc	740942
opof	740971
osky	741390
nve	741508
amnb	741516
apsg	741696
hphw	741815
ivc	742112
ecol	742126
res	742278
fnbf	742679
spar	743238
mxim	743316
bhb	743367
alfa	743532
xlnx	743988
fjcc	744106
fcec	744126
rex	744187
cldx	744218
nsfc	744485
nss	745026
unbh	745083
cdms	745274
joe	745308
sbit	745344
lsco	745394
mroe	745456
sfsw	745614
rost	745732
msl	745981
glow	746210
nreb	746253
uniz	746481
expd	746515
brc	746598
cogn	746782
ngas	746834
uis	746838
smtb	747345
mdci	748270
ntn	748592
kf	748691
orbk	749037
ccur	749038
mga	749098
it	749251
trmm	749254
icad	749660
pvmcf	749750
sgms	750004
erpl	750199
wpsl	750443
sti	750556
qnbc	750558
aubn	750574
cac	750686
sela	750813
nnn	751364
virc	751365
str	751652
vicr	751978
comb	752195
nwk	752431
umh	752642
mgrc	752714
oceny	753058
exar	753568
mmbi	753682
snds	753899
sie	754009
brkt	754516
habc	754597
scnb	754673
utl	755001
masc	755003
tmg	755199
ifcj	755933
skyt	756502
usg	757011
bedbp	757448
novl	758004
vide	758743
cnnd	759458
berk	759718
outd	760326
banf	760498
cdr	761648
pbtc	762128
lyts	763532
chmg	763563
lcii	763744
bpop	763901
func	763907
ssb	764038
mo	764180
ibnk	764241
intv	764244
iiin	764401
grnb	764402
bby	764478
cnbw	764581
pnw	764622
ldg	764762
npsi	764765
cob	764811
fnlc	765207
imcl	765258
hcp	765880
alk	766421
phs	766456
htco	766561
cmo	766701
well	766704
sjw	766829
sero	767673
pmcs	767920
lan	768162
cybe	768411
relv	768710
big	768835
tbi	768899
fsbi	769207
aeg	769218
adsk	769397
midd	769520
nttyy	769594
remc	769874
adic	770403
pfbx	770460
rbk	770949
spri	771249
digad	771252
kopn	771266
abm	771497
aaii	771729
sttx	771790
wwon	771950
paas	771992
ivx	772197
crus	772406
easi	772891
htch	772897
mdc	773141
idmcq	773468
uci	773660
mitef	773748
hon	773840
gfls	773845
apc	773910
cldb	774569
pcle	774695
ubmi	775345
y	775368
gbbk	775473
cigx	776008
rscr	776325
wtm	776867
indb	776901
bsc	777001
skfrf	777504
agis	778426
bxg	778946
fbmi	778972
cnbz	779125
jkhy	779152
aspt	779390
arkr	779544
nhp	780053
syno	780127
resp	780434
itri	780571
lmlp	781891
bwlrf	782875
emms	783005
drepn	783280
vgz	783324
djco	783412
asi	783603
btfg	783739
popez	784011
cry	784199
cefa	784959
mwfs	785024
drtk	785186
plxs	785786
aepi	785787
jjsf	785956
gymb	786110
gnac	786344
advr	786623
mone	786998
vsta	787030
scbt	787075
dpl	787250
trbs	787648
acr	787784
yanb	787849
jout	788329
peg	788784
pnnw	788885
msft	789019
fo	789073
spnc	789132
cpki	789356
sds	789388
int	789460
mgm	789570
finb	789670
cav	789863
rcfo	789881
nc	789933
csl	790051
emc	790070
artl	790071
nbtb	790359
gott	790414
tecd	790703
tklc	790705
sigm	790715
tyobf	790728
bdn	790816
xrit	790818
phtw	791050
lss	791348
anslf	791440
sgde	791450
spls	791519
koriy	791531
lltc	791907
xoma	791908
cy	791915
opy	791963
hgic	792013
brli	792641
fmao	792966
amag	792977
hma	792985
aste	792987
ckxe	793044
wern	793074
clzr	793279
refr	793524
navg	793547
watfz	793586
skyw	793733
hog	793952
tol	794170
vivo	794172
lvlt	794323
amwd	794619
twmc	795212
kbh	795266
wts	795403
tgx	795551
pcz	795615
alnc	796317
adbe	796343
nksh	796534
ants	796655
stly	797465
oxy	797468
vsat	797721
tsfg	797871
lake	798081
ptsi	798287
nxl	798288
fisv	798354
iret	798359
ainn	798399
uht	798783
fcnca	798941
unt	798949
cpwm	798955
ckec	799088
ascl	799089
masb	799166
mrtn	799167
htld	799233
mho	799292
fldr	799526
cytr	799698
prxl	799729
crmt	799850
bfkaf	799867
atlkf	799984
atlcy	799984
atlpf	799984
atlcf	799984
brdcf	800033
daiey	800167
odp	800240
fpaff	800344
dgica	800457
rent	800458
har	800459
camd	800460
tvbcf	800568
hgvly	800630
stosy	800861
sanyy	800863
kjwnf	800892
nwdvf	800928
nsany	800937
omrnf	800954
irw	801122
pwcdf	801166
warsf	801187
wbs	801337
wrc	801351
ad	801622
maruf	801645
svcbf	801667
impuf	801720
velcf	802100
sloaf	802101
parl	802356
bmtc	802681
cmvt	803014
cfnb	803016
cnu	803352
leix	804073
anld	804138
arg	804212
acf	804269
qcom	804328
cvbk	804561
cern	804753
bpl	805022
emis	805326
siz	805419
prk	805676
lehmq	806085
cvly	806279
pmd	806517
dnp	806628
cpcaf	806910
hnlgf	806939
hinof	806943
nmil	807524
voxx	807707
jack	807882
csh	807884
chp	808064
emkr	808326
nav	808450
edci	808918
sdvkf	809097
tcam	809246
vpi	809428
agpdy	810038
hokcf	810039
tug	810113
plab	810136
mesa	810332
ffed	810536
gran	810689
howwf	810927
cznc	810958
kool	811212
blti	811240
bphcf	811245
hldvf	811250
alnpf	811261
fun	811532
fbnc	811589
ust	811669
slfi	811671
shrpq	811696
smmf	811808
bhp	811809
atpl	811828
sov	811830
mtn	812011
topp	812076
safm	812128
bnp	812150
rhb	812191
bev	812305
cnbka	812348
arhn	812482
hysnf	812618
stxn	812703
wman	812708
sks	812900
hkfiq	812906
aco	813621
cdn	813672
iep	813762
xide	813781
cec	813920
cphj	813945
ubet	814055
chb	814068
ptya	814181
ldsh	814250
cnxs	814258
tbl	814361
nwl	814453
fico	814547
mbi	814585
lway	814586
hrh	814898
abmd	815094
ccl	815097
fast	815556
mtlg	815910
labs	816151
airm	816159
celg	816284
acg	816754
cnmd	816956
aiq	817135
woof	817366
pofnf	817411
syna	817720
sfdl	818677
teva	818686
pbks	818969
bbi	819050
labl	819220
micr	819689
shgky	819951
hsbay	819953
pdg	819996
sbga	820067
cbm	820081
aph	820313
orb	820736
ashw	820774
pvsa	820907
giii	821002
ande	821026
bpfh	821127
usm	821130
eog	821189
wlvt	821407
bnt	821616
jnp	821995
phm	822416
lion	822662
ipar	822663
ifny	822746
clh	822818
bid	823094
wm	823768
lvmhf	824046
atsi	824068
aaon	824142
sasr	824410
ab	825313
ldr	825410
smg	825542
csar	825692
snlaf	825981
orrf	826154
auraq	826253
dx	826675
merr	826683
eix	827052
mchp	827054
zila	827156
twav	828119
link	828146
fcfc	828678
rbi	828747
wri	828916
wsfs	828944
sbux	829224
pico	830122
bkst	830134
ponr	830141
os	830260
cbnc	830480
c	831001
fcmc	831246
fcx	831259
ipsu	831327
sppi	831547
crfef	831601
ttek	831641
pwx	831968
snsa	831980
iex	832101
qcc	832342
ssp	832428
ccdc	832483
ptec	832767
kcs	832820
cpbk	832847
nabzy	833029
glyt	833076
mth	833079
pde	833081
jci	833444
hofd	833795
wind	833829
nqdrf	833972
cbmd	834105
mntg	834162
frbk	834285
bste	834306
bxxxq	834408
mgpi	835011
cwbs	835012
sybt	835324
slr	835541
cro	835664
bmc	835729
mair	835768
pgnx	835887
apcc	835910
tt	836102
lnn	836157
issc	836690
wlt	837173
ely	837465
iagx	839441
wwr	839470
fmco	839845
cnbi	839928
calc	840216
vnbc	840256
cbc	840264
bec	840467
drlc	840889
ddc	841071
crce	841555
fsii	841692
tech	842023
lea	842162
bbv	842180
rpt	842183
fiadf	842317
isba	842517
evbn	842518
pccwy	842519
mfn	842610
swraf	842628
lyo	842635
fdtr	842640
diib	843405
frph	844059
unolf	844535
wopef	844551
tti	844965
ogfgf	845033
hnr	845289
infs	845434
drax	845802
rads	845818
agm	845877
bdge	846617
ckcr	846815
prst	846876
lbai	846901
ets	846909
dqe	846930
lsbg	846931
noof	847383
nym	847431
idpiq	847555
rep	847838
aw	848865
nrgn	849043
aace	849116
pcl	849213
hwk	849240
bngpy	849314
symc	849399
anst	849433
lifc	849448
rmtr	849502
bbox	849547
aipc	849667
slgn	849869
bpt	850033
hmn	850141
fl	850209
sfnt	850313
aibyy	850364
tg	850429
wire	850460
gtsi	850483
plxt	850579
thmd	850660
cgnx	851205
hlit	851310
kplcf	851346
expo	851520
vnlpy	851616
lscp	851737
mhk	851968
mrlxf	852600
denn	852772
azr	852807
crzbf	852933
nintf	852937
borl	853273
appb	853665
hnfsa	853733
lstr	853816
kpp	853890
pbci	854071
cval	854098
idev	854222
ffky	854395
prem	854399
gsbc	854560
nptof	854646
mafb	854662
issi	854701
fif	854711
dgii	854775
wmco	854860
wfilf	855160
zixi	855612
imgn	855654
lscc	855658
skyf	855876
crft	856250
ivnsf	856363
gehl	856386
mmsi	856982
ablsq	857171
gtk	857323
lux	857471
tpp	857644
iflo	857728
icon	857737
ucbi	857855
het	858339
cog	858470
avnr	858803
csco	858877
cpwr	859014
fcbc	859070
dfg	859139
avx	859163
mrx	859368
trid	859475
ckh	859598
holx	859737
ugho	859916
bioi	860451
savb	860519
jksm	860543
ofc	860546
tyl	860731
cknn	861050
beav	861361
gva	861459
hby	861838
caty	861842
srcl	861878
rs	861884
wtrwf	861967
hgtx	862022
rnhda	862255
ksws	862480
trh	862510
fisi	862831
isle	863015
artna	863110
petm	863157
bhe	863436
hct	863437
wtsl	863456
becsy	863791
rsto	863821
chux	864233
sypr	864240
bdy	864268
bjs	864328
cybx	864683
trmb	864749
cege	865231
wfmi	865436
gbg	865492
thqi	865570
mnst	865752
shs	865754
scgly	865845
vitl	865846
cacb	865911
cgip	865941
cnaf	866054
oa	866121
tmx	866213
mtrx	866273
psbsl	866368
flex	866374
idwk	866415
io	866609
ese	866706
schl	866729
azo	866787
hlx	866829
entn	866830
dlm	866873
merqe	867058
efii	867374
incb	867493
tnkdf	867527
uovef	867530
jelcf	867536
axas	867665
svbi	868271
prph	868278
rocm	868368
sutmq	868512
sonc	868611
gbci	868671
tu	868675
rtkh	868725
dorm	868780
xto	868809
jwlr	868984
pbni	869004
mvk	869087
tmr	869369
mayny	869370
amcry	869428
tbac	869487
rccc	869561
spss	869570
tejs	869688
ettff	870050
bkimf	870082
krb	870517
sz	870760
imbi	870826
cclaf	871291
ric	871294
dfilf	871459
man	871763
crasf	872022
pque	872248
atml	872448
regn	872589
wl	872821
esbf	872835
rsys	873044
apvs	873198
avii	873303
ceph	873364
medi	873591
xltc	873603
utrsf	873634
ocn	873860
ions	874015
jny	874016
ann	874214
medx	874255
ncrx	874265
icos	874294
lcut	874396
unnf	874482
jfbc	874495
gpor	874499
ambc	874501
icst	874689
osi	874691
ahpi	874710
idxx	874716
medw	874733
aes	874761
hig	874766
psun	874841
crvl	874866
stfc	874977
rem	874992
biib	875045
xl	875159
vrtx	875320
bokf	875357
mlin	875359
ulbi	875657
smf	875751
nzt	875809
prgs	876167
mnro	876427
mtg	876437
ezpw	876523
mgic	876779
mdcae	876883
svs	877032
zbra	877212
lfgrq	877355
sepr	877357
osb	877365
sptn	877422
asgr	877476
nhi	877860
ctxs	877890
vrcc	877931
casc	1412067
bont	878079
prx	878088
sko	878314
bdrpf	878334
tuts	878436
tgb	878518
sws	878520
steie	878522
ntus	878526
caa	878560
embx	878725
tues	878726
fnly	878731
plmd	878748
amoa	878774
odfl	878927
kim	879101
gdys	879123
incy	879169
ahom	879181
ssnlf	879316
maorf	879326
dnsof	879329
bgo	879338
iusa	879437
wnc	879526
cycl	879573
tnh	879575
atni	879585
mbp	879635
tot	879764
jardf	879875
ttes	879884
dusa	879993
iaai	880026
edmcq	880059
cwei	880115
gbfp	880116
jbss	880117
sbse	880208
itpof	880224
agco	880266
eep	880285
csbb	880417
fsh	880430
genr	880431
vtss	880446
vitry	880582
efsi	880641
geta	880643
scln	880771
pgi	880804
amsc	880807
amln	881464
hdtv	881468
vvus	881524
pmti	881695
crt	881787
hffc	881790
usfc	881791
abax	881890
urgi	881905
gild	882095
pdli	882104
dhi	882184
lncr	882235
ahg	882289
quik	882508
immp	882509
mcm	882596
omvkf	882602
dbsdy	882617
rswmf	882632
gpovf	882740
bcrx	882796
ulgx	882873
nanx	883107
snps	883241
cdsw	883261
vci	883293
csnt	883476
gwsv	883505
fosl	883569
bsg	883587
uncff	883769
cbk	883943
usak	883945
mbot	883975
pos	883977
